code,name,price,change,jinge,jingzhanbi
600596,新安股份,11.62,14.26,11726,11.39
000488,晨鸣纸业,18.20,5.51,11527,6.19
601169,北京银行,7.23,-0.41,11485,10.31
600740,山西焦化,11.09,7.36,11374,4.44
300675,建科院,39.60,28.11,10894,6.45
000059,华锦股份,10.88,4.82,10679,6.34
002353,杰瑞股份,14.85,9.84,10671,9.93
601699,潞安环能,12.82,5.08,10230,2.86
300408,三环集团,21.58,7.90,10093,8.24
000667,美好置业,3.35,9.12,9598,9.99
600999,招商证券,18.55,4.10,9581,7.54
000630,铜陵有色,2.97,2.06,9534,9.47
000932,*ST华菱,9.19,7.74,9527,6.37
000402,金融街,11.85,4.68,9451,5.07
000961,中南建设,7.32,11.42,9431,4.59
603444,吉比特,208.72,11.03,9324,14.05
002146,荣盛发展,10.91,4.90,9274,1.85
300498,温氏股份,26.95,10.45,9194,5.21
601333,广深铁路,5.78,3.03,9121,5.13
601818,光大银行,4.13,0.49,9040,7.76
002648,卫星石化,19.01,7.58,8612,8.29
002177,御银股份,5.56,10.54,8518,16.94
600688,上海石化,7.04,4.14,8471,5.11
300017,网宿科技,11.32,6.29,8463,3.64
000718,苏宁环球,5.45,21.38,8403,9.85
002496,辉丰股份,6.04,6.90,8087,13.84
000823,超声电子,15.10,7.02,8034,11.71
603225,新凤鸣,41.28,12.88,8034,4.23
002422,科伦药业,26.66,8.68,7838,10.05
002078,太阳纸业,10.07,3.92,7688,5.45
600809,山西汾酒,57.36,1.22,7515,4.51
300072,三聚环保,37.94,2.73,7494,4.27
002110,三钢闽光,24.64,18.40,7440,1.73
000656,金科股份,5.19,5.27,7437,7.19
600048,保利地产,15.62,8.17,7247,0.69
300176,鸿特精密,135.45,4.35,7104,16.81
000517,荣安地产,4.19,20.75,7032,22.71
002916,深南电路,99.00,13.49,7024,0.84
000425,徐工机械,4.88,4.05,6921,1.77
600871,石化油服,2.92,6.57,6811,6.28
600141,兴发集团,19.09,8.84,6780,6.21
600888,新疆众和,7.12,6.43,6693,6.44
601211,国泰君安,19.46,1.46,6688,4.46
000157,中联重科,4.66,2.87,6633,6.14
601857,中国石油,8.53,3.14,6562,2.41
000036,华联控股,10.13,9.75,6529,3.55
000877,天山股份,11.55,6.16,6472,3.39
600720,祁连山,11.73,7.22,6395,2.45
002919,名臣健康,41.85,-1.92,6272,4.63
600933,爱柯迪,16.27,7.18,6267,11.15
603501,韦尔股份,44.91,8.35,6258,3.05
002915,中欣氟材,38.79,10.83,6167,3.95
601288,农业银行,3.86,-0.52,5985,1.95
002465,海格通信,10.34,2.89,5948,6.39
002907,华森制药,26.51,22.79,5947,4.55
603260,合盛硅业,61.82,8.68,5927,2.60
600985,雷鸣科化,16.31,10.95,5893,6.66
300266,兴源环境,27.02,2.27,5859,17.36
601998,中信银行,6.54,2.67,5843,6.98
300465,高伟达,10.19,8.64,5838,10.14
600160,巨化股份,11.42,3.91,5777,4.57
002584,西陇科学,18.78,3.59,5634,7.87
002321,华英农业,12.05,-1.63,5571,5.74
002002,鸿达兴业,7.50,5.19,5560,14.53
600362,江西铜业,20.82,2.66,5517,1.31
002709,天赐材料,49.92,0.85,5427,6.75
000878,云南铜业,14.53,2.40,5400,3.26
000690,宝新能源,9.06,5.59,5360,7.56
600549,厦门钨业,26.95,2.63,5239,2.21
000635,英力特,16.81,11.69,5178,10.95
300221,银禧科技,16.54,4.49,5166,15.87
600466,蓝光发展,-,-,5112,10.45
000910,大亚圣象,25.98,9.62,5068,7.42
300131,英唐智控,7.27,3.41,5064,12.58
000998,隆平高科,27.23,4.57,5055,5.01
002041,登海种业,13.44,5.83,5001,15.03
000937,冀中能源,6.31,2.77,4995,5.60
002208,合肥城建,10.99,15.56,4980,16.68
300033,同花顺,52.05,3.91,4979,4.53
000010,美丽生态,6.20,12.12,4907,13.11
002427,尤夫股份,33.75,2.06,4836,11.54
300542,新晨科技,33.08,13.52,4809,13.13
002410,广联达,20.78,2.92,4806,9.49
600438,通威股份,12.62,-1.25,4774,3.29
002157,正邦科技,6.21,5.79,4716,9.56
600122,宏图高科,9.63,-2.03,4654,6.52
002068,黑猫股份,10.48,3.87,4536,8.89
601808,中海油服,11.77,10.52,4502,3.94
600708,光明地产,7.56,5.59,4471,9.10
300409,道氏技术,58.44,16.53,4466,2.73
600711,盛屯矿业,9.16,3.74,4458,3.27
601377,兴业证券,7.51,1.08,4424,4.13
600185,格力地产,6.27,8.29,4267,5.97
300003,乐普医疗,25.30,8.21,4190,3.74
002440,闰土股份,20.32,1.35,4033,4.61
600056,中国医药,26.19,3.80,4017,7.43
600802,福建水泥,8.57,7.39,4016,4.55
002054,德美化工,14.65,-1.74,3841,8.79
600348,阳泉煤业,7.85,3.56,3836,3.45
002657,中科金财,24.43,4.54,3800,5.26
600649,城投控股,9.33,4.48,3798,5.50
000042,中洲控股,19.52,17.03,3773,15.15
600125,铁龙物流,11.57,5.47,3734,1.74
002716,金贵银业,20.38,7.15,3695,5.37
000729,燕京啤酒,7.13,4.55,3678,3.10
000090,天健集团,10.81,4.44,3670,7.97
600166,福田汽车,2.89,1.40,3662,9.91
000931,中关村,7.47,5.81,3662,15.97
002352,顺丰控股,51.72,2.07,3660,5.75
002879,长缆科技,59.90,0.37,3636,5.48
002892,科力尔,42.00,11.85,3510,9.69
000751,锌业股份,5.47,5.19,3509,4.64
002391,长青股份,16.22,7.06,3496,13.92
002365,永安药业,35.95,4.41,3441,7.39
000673,当代东方,13.23,0.30,3434,5.48
000895,双汇发展,27.60,0.18,3429,3.09
002443,金洲管道,9.28,1.64,3421,9.46
601069,西部黄金,17.33,7.77,3417,2.90
002210,飞马国际,12.98,1.56,3414,21.17
600507,方大特钢,15.13,6.93,3405,1.11
000807,云铝股份,10.94,0.92,3359,0.93
600655,豫园股份,11.38,2.61,3326,7.47
600967,内蒙一机,12.32,1.73,3321,7.96
600755,厦门国贸,10.63,4.11,3308,2.30
002356,赫美集团,31.12,14.62,3261,6.33
600295,鄂尔多斯,15.92,8.30,3256,1.99
601899,紫金矿业,4.85,4.75,3250,0.31
000537,广宇发展,14.43,7.29,3219,3.61
601011,宝泰隆,9.68,6.49,3207,1.21
601229,上海银行,14.81,1.72,3201,3.35
601168,西部矿业,8.51,3.03,3173,3.12
600782,新钢股份,7.14,5.00,3163,1.92
300326,凯利泰,8.78,5.02,3161,14.23
002601,龙蟒佰利,17.39,2.96,3145,2.53
603589,口子窖,45.45,-0.79,3133,4.38
601872,招商轮船,4.60,3.14,3120,11.56
600395,盘江股份,7.33,4.12,3105,5.69
603899,晨光文具,25.11,2.78,3097,8.04
600643,爱建集团,11.44,2.79,3096,4.46
300107,建新股份,6.20,5.80,3086,6.92
000983,西山煤电,10.84,2.94,3080,1.49
002493,荣盛石化,16.21,6.79,3071,2.53
600153,建发股份,11.79,3.42,3065,3.04
002385,大北农,6.60,5.94,3047,3.41
000514,渝开发,7.20,12.68,3038,6.78
002138,顺络电子,17.13,2.45,3016,7.31
002572,索菲亚,39.35,1.21,3008,3.79
002145,中核钛白,6.20,1.31,3004,6.47
600019,宝钢股份,9.29,4.03,2957,1.15
002155,湖南黄金,9.76,1.24,2943,5.25
600376,首开股份,10.36,4.02,2931,5.18
002402,和而泰,9.89,5.44,2915,9.56
600449,宁夏建材,12.46,5.24,2882,3.61
000885,同力水泥,18.13,7.21,2864,1.65
601678,滨化股份,8.97,5.28,2837,3.29
000501,鄂武商A,16.88,1.63,2836,9.04
000625,长安汽车,13.11,1.55,2822,3.03
002114,罗平锌电,18.45,1.99,2820,7.16
601966,玲珑轮胎,18.23,1.11,2809,9.24
600739,辽宁成大,17.93,1.30,2807,7.81
002713,东易日盛,26.48,11.49,2737,7.68
600511,国药股份,28.84,-0.35,2727,7.22
002537,海联金汇,10.78,7.26,2723,9.55
600763,通策医疗,34.46,5.74,2694,4.77
600919,江苏银行,7.59,1.07,2687,3.41
002766,索菱股份,15.77,9.59,2678,15.68
600297,广汇汽车,7.96,-1.61,2658,5.21
600777,新潮能源,3.95,0.77,2638,4.00
600609,金杯汽车,6.63,13.92,2625,10.33
002742,三圣股份,21.07,-1.50,2571,9.03
002233,塔牌集团,12.71,2.67,2563,2.15
600966,博汇纸业,6.33,3.43,2558,4.77
000636,风华高科,13.26,5.32,2543,0.80
000011,深物业A,17.88,4.32,2530,4.19
600583,海油工程,6.52,3.82,2511,2.31
002454,松芝股份,12.20,4.99,2498,10.32
600761,安徽合力,10.98,3.10,2492,7.41
200869,张裕B,20.82,2.26,2488,23.59
300182,捷成股份,9.04,2.26,2472,6.95
002477,雏鹰农牧,4.70,1.95,2472,3.34
002263,大东南,3.06,7.75,2420,5.23
600735,新华锦,11.85,1.63,2401,10.99
300142,沃森生物,20.01,5.43,2397,2.73
002615,哈尔斯,9.85,6.37,2396,22.28
600299,安迪苏,11.21,6.05,2379,24.90
300386,飞天诚信,17.78,10.85,2372,2.71
600516,方大炭素,33.75,10.95,2350,0.14
601155,新城控股,31.55,8.79,2334,1.00
300064,豫金刚石,14.19,-0.28,2331,7.66
300191,潜能恒信,25.05,7.93,2306,4.80
600993,马应龙,21.48,2.87,2267,5.04
002131,利欧股份,2.79,4.89,2262,4.73
002736,国信证券,11.20,1.63,2254,7.91
600845,宝信软件,18.96,2.10,2214,7.79
000921,海信科龙,14.88,4.06,2159,4.07
600350,山东高速,6.17,1.48,2142,7.30
600856,中天能源,11.72,-0.59,2141,2.72
600307,酒钢宏兴,2.95,1.72,2139,4.50
601636,旗滨集团,7.54,6.50,2122,0.90
603169,兰石重装,8.96,7.18,2091,7.40
000504,南华生物,-,-,2082,15.58
000777,中核科技,16.27,4.50,2071,7.02
002656,摩登大道,24.80,2.27,2070,12.31
000581,威孚高科,24.98,1.50,2042,1.22
600318,新力金融,13.38,1.90,2033,12.76
000758,中色股份,6.66,2.62,1984,4.81
002124,天邦股份,8.90,5.20,1976,14.46
000918,嘉凯城,7.15,2.00,1970,7.56
601898,中煤能源,6.12,5.34,1964,3.61
300726,宏达电子,31.21,8.41,1952,1.91
300011,鼎汉技术,11.12,2.02,1947,11.57
300058,蓝色光标,5.79,0.87,1941,10.58
002558,巨人网络,36.36,-0.95,1921,6.43
601588,北辰实业,6.00,4.17,1921,3.56
603477,振静股份,18.39,-0.59,1896,1.47
002262,恩华药业,14.90,3.33,1894,4.19
600369,西南证券,4.76,1.06,1879,6.15
002299,圣农发展,15.35,5.35,1874,3.47
002305,南国置业,4.96,2.69,1873,4.59
600073,上海梅林,8.40,1.45,1860,8.62
600875,东方电气,11.40,1.88,1855,2.26
600401,*ST海润,1.12,-5.88,1831,6.65
600346,恒力股份,14.66,8.03,1806,1.86
600352,浙江龙盛,12.44,2.13,1795,0.56
600748,上实发展,6.61,3.44,1788,7.16
601901,方正证券,7.26,0.97,1776,3.46
000838,财信发展,6.20,3.85,1768,4.44
002419,天虹股份,15.76,-0.25,1757,4.44
600085,同仁堂,33.43,2.55,1745,2.40
601919,中远海控,7.25,3.13,1739,1.21
002430,杭氧股份,16.91,15.19,1738,1.82
300170,汉得信息,12.44,-0.08,1734,3.43
002252,上海莱士,19.66,0.10,1724,11.70
300226,上海钢联,39.40,2.68,1721,6.83
000620,新华联,6.49,12.09,1718,10.63
300320,海达股份,13.49,2.27,1707,4.63
600459,贵研铂业,22.81,-0.04,1704,5.02
000014,沙河股份,13.39,22.06,1702,3.29
600290,华仪电气,12.98,-0.84,1696,18.30
002235,安妮股份,11.40,7.14,1689,6.40
600657,信达地产,6.26,8.49,1682,3.38
600415,小商品城,6.04,3.42,1682,5.05
300722,新余国科,37.29,9.55,1671,2.92
600138,中青旅,21.86,1.82,1653,2.35
002663,普邦股份,5.66,1.25,1649,12.17
000046,泛海控股,8.08,5.35,1649,7.85
300037,新宙邦,21.81,1.35,1647,5.46
600197,伊力特,24.50,4.17,1647,2.47
300566,激智科技,40.06,4.38,1630,12.13
300472,新元科技,27.21,-8.07,1630,14.13
002229,鸿博股份,10.08,4.02,1626,5.30
002655,共达电声,10.19,-0.59,1613,1.57
002813,路畅科技,39.92,11.63,1602,3.15
000301,东方市场,5.83,7.96,1591,6.33
002491,通鼎互联,12.87,1.18,1579,7.45
002602,世纪华通,35.48,5.25,1572,5.25
600248,延长化建,6.70,20.94,1565,12.78
601388,怡球资源,4.47,2.05,1563,2.02
600728,佳都科技,8.57,3.13,1530,3.27
000861,海印股份,3.18,4.26,1525,14.69
000598,兴蓉环境,5.51,0.18,1523,5.48
002086,东方海洋,12.64,2.02,1516,4.87
000631,顺发恒业,4.55,4.36,1516,4.93
000016,深康佳A,6.35,2.09,1512,4.96
000716,黑芝麻,5.76,2.31,1484,12.42
603900,莱绅通灵,32.55,10.53,1467,5.20
300298,三诺生物,20.67,3.92,1454,5.56
600512,腾达建设,4.65,1.09,1443,8.49
300178,腾邦国际,14.08,4.53,1438,10.42
000728,国元证券,11.24,0.45,1424,1.82
600876,洛阳玻璃,20.85,1.61,1413,2.21
002196,方正电机,9.83,3.69,1403,5.88
002031,巨轮智能,2.84,3.65,1395,11.72
600068,葛洲坝,8.83,3.52,1387,0.72
000423,东阿阿胶,62.78,0.61,1383,1.39
600547,山东黄金,32.38,2.37,1380,0.60
000810,创维数字,7.17,0.56,1366,11.71
600061,国投资本,13.56,0.97,1352,4.58
000089,深圳机场,8.84,1.03,1352,4.48
000732,泰禾集团,30.48,33.10,1349,0.55
601958,金钼股份,7.56,3.42,1330,3.20
300110,华仁药业,14.94,2.05,1319,5.76
603883,老百姓,65.98,1.48,1309,7.47
002237,恒邦股份,10.89,1.68,1304,3.23
002624,完美世界,31.39,-4.88,1290,3.18
600249,两面针,6.78,1.65,1264,5.05
603278,大业股份,24.19,7.51,1231,3.15
300482,万孚生物,72.84,3.61,1229,8.01
000698,沈阳化工,6.22,2.98,1229,5.55
603283,赛腾股份,23.42,33.14,1229,84.42
300031,宝通科技,15.90,5.86,1220,7.24
300427,红相电力,15.43,4.97,1214,8.11
600382,广东明珠,13.28,3.75,1211,6.28
002044,美年健康,21.97,5.12,1195,1.55
300314,戴维医疗,14.12,3.90,1194,15.07
002906,华阳集团,25.07,6.14,1191,4.45
600791,京能置业,7.45,1.64,1186,3.93
300333,兆日科技,8.97,2.75,1185,6.37
600673,东阳光科,7.22,7.12,1176,2.60
300621,维业股份,21.62,10.25,1175,20.01
000552,靖远煤电,3.69,3.07,1175,4.95
002503,搜于特,5.56,2.02,1165,9.52
000027,深圳能源,6.19,0.98,1148,9.67
300199,翰宇药业,16.90,1.26,1142,2.69
002661,克明面业,14.50,1.47,1138,15.54
600668,尖峰集团,16.69,2.77,1132,2.88
000572,海马汽车,4.72,1.51,1132,7.03
002626,金达威,20.30,5.78,1132,2.26
600682,南京新百,37.95,0.53,1131,2.54
600742,一汽富维,17.57,4.09,1130,4.82
600015,华夏银行,9.19,0.66,1129,2.38
002136,安纳达,14.99,3.59,1129,5.23
300346,南大光电,26.83,0.19,1119,8.95
002659,中泰桥梁,13.69,8.91,1113,14.06
300312,邦讯技术,13.60,-2.44,1108,5.38
002786,银宝山新,10.04,5.13,1107,8.08
601607,上海医药,24.91,0.93,1104,1.24
002045,国光电器,18.22,2.59,1094,1.65
300436,广生堂,31.29,5.39,1093,8.56
000596,古井贡酒,68.54,0.15,1091,1.52
002554,惠博普,5.00,3.95,1090,2.15
002384,东山精密,30.13,1.11,1089,1.17
600622,光大嘉宝,18.54,1.37,1089,2.39
002268,卫士通,23.40,1.65,1086,2.69
600621,华鑫股份,13.67,7.30,1083,1.42
600565,迪马股份,4.50,6.89,1076,1.35
600216,浙江医药,15.15,6.39,1071,1.08
603180,金牌厨柜,144.10,7.90,1065,3.44
603286,日盈电子,38.43,-0.21,1057,6.34
000680,山推股份,5.24,2.34,1048,3.29
601118,海南橡胶,5.91,3.87,1045,2.86
600011,华能国际,6.33,0.16,1040,4.88
600094,大名城,7.25,3.13,1040,4.64
600039,四川路桥,4.18,1.46,1036,5.24
601311,骆驼股份,13.35,-0.15,1034,7.00
603081,大丰实业,27.96,3.94,1025,5.01
603595,东尼电子,82.90,5.92,1024,4.33
600502,安徽水利,7.12,0.42,1012,3.47
002109,兴化股份,7.18,2.28,1007,5.58
300235,方直科技,12.52,5.03,1001,8.97
002003,伟星股份,12.75,2.41,997,2.95
002842,翔鹭钨业,43.80,-0.25,977,5.31
603039,泛微网络,70.99,12.59,969,7.06
000703,恒逸石化,-,-,968,1.03
600758,红阳能源,7.85,4.11,965,2.50
300569,天能重工,23.09,1.45,961,6.82
002061,浙江交科,16.50,2.93,959,1.33
600571,信雅达,11.23,3.12,958,3.44
600251,冠农股份,8.14,3.83,954,2.22
002660,茂硕电源,10.51,1.55,943,5.17
002284,亚太股份,9.42,3.18,936,3.80
600770,综艺股份,7.73,0.26,932,3.60
600721,百花村,11.44,8.75,924,8.68
600026,中远海能,6.32,1.44,922,3.47
600594,益佰制药,10.53,1.15,918,2.71
600468,百利电气,6.81,2.71,917,9.61
300730,科创信息,45.23,1.23,914,0.57
601800,中国交建,13.52,1.50,910,1.09
002695,煌上煌,17.39,-0.06,906,2.67
601611,中国核建,11.10,3.84,905,1.36
002043,兔宝宝,12.70,0.24,903,1.99
002288,超华科技,5.86,1.38,901,8.80
002683,宏大爆破,7.78,4.01,897,5.38
002644,佛慈制药,9.79,1.24,891,17.76
601989,中国重工,6.08,-0.82,891,0.54
002778,高科石化,25.70,2.19,891,8.03
000975,银泰资源,14.03,2.11,891,3.30
002048,宁波华翔,24.59,2.89,882,1.66
601717,郑煤机,7.11,0.71,876,2.33
601233,桐昆股份,28.23,14.71,875,0.38
600971,恒源煤电,11.41,5.45,869,0.65
000153,丰原药业,8.43,4.59,867,10.40
000913,钱江摩托,19.90,-1.24,857,7.96
002726,龙大肉食,12.58,10.35,853,3.14
000543,皖能电力,5.17,1.17,841,8.16
603989,艾华集团,38.87,0.15,838,4.93
603186,华正新材,27.65,13.27,833,4.28
002867,周大生,28.83,3.07,823,6.05
600261,阳光照明,5.61,0.54,820,7.45
600277,亿利洁能,6.81,3.50,817,1.86
002498,汉缆股份,3.43,3.31,816,9.42
600790,轻纺城,6.14,1.66,815,9.39
002737,葵花药业,33.18,4.73,814,5.96
600121,*ST郑煤,6.50,5.52,814,3.83
002195,二三四五,6.10,1.50,813,1.14
000603,盛达矿业,12.57,2.20,812,5.27
600055,万东医疗,16.75,4.69,812,1.92
000897,津滨发展,3.68,1.94,808,3.89
603599,广信股份,20.68,3.76,793,2.57
603699,纽威股份,20.13,1.82,792,5.94
002557,洽洽食品,16.04,-0.25,788,6.93
002133,广宇集团,5.02,5.46,782,3.55
603035,常熟汽饰,16.31,3.29,781,5.99
000902,新洋丰,10.51,1.06,777,4.89
200488,晨鸣B,13.86,3.13,773,13.22
300716,国立科技,28.27,8.31,773,1.79
601101,昊华能源,8.71,4.19,772,1.25
600754,锦江股份,34.15,0.62,767,1.28
000965,天保基建,6.08,1.16,765,2.77
002851,麦格米特,36.50,5.64,761,8.33
600027,华电国际,3.79,1.34,758,3.56
600707,彩虹股份,7.42,-0.93,753,5.90
002729,好利来,61.91,-0.05,753,21.40
603269,海鸥股份,25.22,0.96,750,4.73
002238,天威视讯,10.49,3.66,746,9.31
000659,*ST中富,4.68,2.18,740,5.32
002597,金禾实业,26.65,1.83,735,0.72
000545,金浦钛业,5.24,1.95,733,3.52
603088,宁波精达,40.01,-3.22,733,10.03
000912,*ST天化,6.56,9.88,727,2.49
601000,唐山港,4.98,-0.80,724,1.62
600789,鲁抗医药,8.44,5.24,723,0.96
000422,湖北宜化,4.27,1.91,721,6.18
000565,渝三峡A,7.60,4.25,721,5.26
603198,迎驾贡酒,17.96,1.13,717,4.34
601886,江河集团,8.88,-5.53,717,3.65
002705,新宝股份,12.95,0.94,715,6.26
000065,北方国际,18.72,2.18,715,2.47
600897,厦门空港,23.07,1.67,714,7.53
600090,同济堂,8.28,2.99,700,7.16
002677,浙江美大,17.73,0.17,699,5.25
002485,希努尔,25.78,-1.23,696,13.62
002605,姚记扑克,13.39,0.98,688,2.81
600246,万通地产,4.50,8.17,683,4.23
002249,大洋电机,7.18,1.56,675,2.41
002025,航天电器,23.71,2.42,674,1.29
603369,今世缘,15.73,3.90,673,1.12
002908,德生科技,29.68,3.34,663,1.49
603113,金能科技,24.17,6.24,663,1.07
300705,九典制药,30.18,12.99,660,1.89
000952,广济药业,15.01,2.39,657,4.19
600975,新五丰,6.25,6.84,653,3.74
000429,粤高速A,8.23,1.11,653,5.88
600212,江泉实业,9.62,-1.64,651,5.98
600063,皖维高新,3.91,1.30,651,7.93
002757,南兴装备,37.57,6.58,641,10.79
600422,昆药集团,9.45,1.39,638,3.10
603318,派思股份,14.64,-2.47,633,3.81
002596,海南瑞泽,11.36,0.71,632,1.68
600828,茂业商业,6.37,1.11,632,9.12
600958,东方证券,14.35,0.35,630,0.73
603776,永安行,61.56,3.48,630,1.79
600718,东软集团,15.19,1.27,629,1.88
002123,梦网集团,10.35,0.39,625,3.27
600217,中再资环,6.83,3.96,623,2.50
600058,五矿发展,12.37,1.81,622,4.30
601788,光大证券,14.00,1.67,622,1.34
600683,京投发展,6.16,4.58,621,6.19
600423,*ST柳化,5.29,0.00,619,8.30
300450,先导智能,63.50,1.11,618,0.96
002898,赛隆药业,22.00,6.43,616,2.33
601700,风范股份,8.17,-1.45,616,8.81
601020,华钰矿业,20.91,0.53,610,2.51
002464,众应互联,29.10,2.25,610,3.44
300483,沃施股份,36.44,9.99,604,8.34
002680,长生生物,14.62,1.60,603,4.16
300094,国联水产,7.15,2.00,596,7.22
603167,渤海轮渡,12.03,1.95,593,2.00
600075,新疆天业,8.18,2.63,592,2.19
600240,华业资本,9.18,2.00,589,1.88
600532,宏达矿业,11.38,8.48,584,4.01
300506,名家汇,23.07,1.63,578,3.07
600284,浦东建设,9.75,3.17,578,2.73
600663,陆家嘴,20.60,6.30,572,1.36
600490,鹏欣资源,8.93,1.59,572,0.69
002007,华兰生物,28.47,-1.49,570,1.03
002170,芭田股份,6.56,0.31,568,10.92
000761,本钢板材,5.43,2.26,567,1.54
300412,迦南科技,-,-,566,12.48
002563,森马服饰,8.20,3.80,566,3.71
000609,绵石投资,11.53,4.34,563,3.78
600779,水井坊,46.90,1.30,558,0.47
300289,利德曼,9.63,2.99,555,7.86
600600,青岛啤酒,42.02,6.68,551,0.27
000981,银亿股份,8.90,1.14,550,5.81
000955,欣龙控股,6.81,0.29,550,5.81
300128,锦富技术,10.26,-3.02,546,1.18
002735,王子新材,33.66,3.66,544,10.78
300470,日机密封,41.45,1.52,543,5.68
002521,齐峰新材,9.36,1.52,541,5.99
300321,同大股份,24.43,3.56,539,5.91
603011,合锻智能,11.40,3.45,534,2.22
000616,海航投资,3.64,5.51,530,1.98
002147,新光圆成,14.49,11.81,526,1.43
601595,上海电影,20.92,3.46,521,2.74
002411,必康股份,26.60,0.04,521,4.41
600113,浙江东日,10.73,2.58,520,3.24
600170,上海建工,3.82,1.33,518,1.38
601999,出版传媒,7.62,0.53,513,6.39
002211,宏达新材,7.39,0.68,513,2.36
002864,盘龙药业,34.83,11.99,509,0.59
603617,君禾股份,24.75,-0.64,509,8.29
300189,神农基因,3.52,1.44,505,9.33
601669,中国电建,7.54,1.89,505,1.19
600551,时代出版,12.28,0.99,502,6.36
600300,维维股份,4.60,2.00,501,3.28
600223,鲁商置业,4.14,4.55,499,3.19
600060,海信电器,15.78,3.95,499,0.75
002240,威华股份,14.88,-0.07,497,2.12
300480,光力科技,16.90,2.92,497,6.85
600851,海欣股份,11.48,6.69,493,2.92
600677,航天通信,11.43,0.44,492,2.39
002669,康达新材,24.02,5.86,491,4.36
300015,爱尔眼科,33.63,11.17,490,0.31
002388,新亚制程,8.24,1.73,488,3.74
002276,万马股份,8.91,1.60,487,1.88
600064,南京高科,14.64,2.02,486,2.04
000005,世纪星源,4.37,2.34,482,5.62
600470,六国化工,5.95,1.88,482,4.12
002120,韵达股份,44.49,-3.32,479,3.05
600230,沧州大化,48.29,7.62,478,0.25
600882,广泽股份,9.49,2.04,477,14.64
600370,三房巷,3.22,0.94,475,9.27
600478,科力远,7.32,-0.27,473,2.85
600321,正源股份,4.12,1.23,466,5.50
600428,中远海特,5.90,1.90,466,2.77
600059,古越龙山,9.57,2.03,462,2.33
002748,世龙实业,15.31,0.79,462,5.96
603555,贵人鸟,18.48,5.48,460,2.13
600078,澄星股份,5.48,1.67,459,5.90
300219,鸿利智汇,11.85,1.02,455,4.82
603716,塞力斯,51.00,5.99,453,3.76
600452,涪陵电力,34.59,-0.29,453,3.71
002182,云海金属,9.59,0.84,451,0.97
600077,宋都股份,3.95,7.63,447,3.23
600052,浙江广厦,4.09,5.41,447,3.54
603017,中衡设计,16.33,0.06,443,10.47
600736,苏州高新,6.36,2.91,443,3.15
300340,科恒股份,56.67,-1.22,440,1.07
300016,北陆药业,14.48,2.91,437,1.06
002801,微光股份,36.30,0.64,435,6.90
603959,百利科技,32.62,2.35,433,2.89
603987,康德莱,11.99,-1.56,432,5.71
000657,中钨高新,12.73,1.52,427,2.90
603996,中新科技,17.88,-2.24,427,2.48
002666,德联集团,5.69,0.89,423,5.70
600689,上海三毛,11.91,1.88,423,3.48
603861,白云电器,17.61,2.80,420,4.11
600180,瑞茂通,10.64,2.01,412,5.68
603922,金鸿顺,28.99,4.85,412,1.84
600602,云赛智联,7.16,-0.56,412,4.82
002540,亚太科技,7.74,0.78,410,2.79
000045,深纺织A,10.03,0.70,410,3.66
