code,name,price,change,jinge,jingzhanbi
601333,广深铁路,5.78,6.45,16955,3.67
601117,中国化学,7.29,7.21,16836,6.07
000656,金科股份,5.19,11.37,16721,8.12
000690,宝新能源,9.06,17.05,16657,9.90
000673,当代东方,13.23,-,16501,6.63
000937,冀中能源,6.31,11.09,16307,7.47
600782,新钢股份,7.14,11.21,16281,3.48
002496,辉丰股份,6.04,16.15,16112,13.66
600837,海通证券,13.52,3.36,15779,5.23
002709,天赐材料,49.92,9.43,15737,7.12
600436,片仔癀,69.08,7.18,15669,5.50
600325,华发股份,8.41,18.62,15418,3.84
000488,晨鸣纸业,18.20,11.11,14888,3.38
002447,壹桥股份,6.75,26.17,14702,11.22
600596,新安股份,11.62,31.60,14320,6.59
002128,露天煤业,11.76,12.54,14234,3.74
000932,*ST华菱,9.19,15.74,14128,3.66
601128,常熟银行,7.84,10.27,14048,6.54
000402,金融街,11.85,10.23,13755,4.46
002007,华兰生物,28.47,4.32,13733,6.85
000528,柳工,8.90,12.09,13456,6.08
600688,上海石化,7.04,10.34,13268,5.01
601233,桐昆股份,28.23,29.38,13148,1.97
600958,东方证券,14.35,1.56,13100,4.72
300128,锦富技术,10.26,-8.56,13049,6.80
600466,蓝光发展,-,-,13043,7.43
603444,吉比特,208.72,12.97,12839,8.35
002353,杰瑞股份,14.85,15.83,12815,7.50
002043,兔宝宝,12.70,6.10,12762,6.88
603993,洛阳钼业,7.30,13.35,12618,0.99
002648,卫星石化,19.01,19.71,12466,4.32
600093,易见股份,12.73,17.87,12445,9.64
000157,中联重科,4.66,9.65,12346,4.46
600130,波导股份,6.84,0.44,11888,8.12
603225,新凤鸣,41.28,19.86,11702,4.27
600183,生益科技,18.33,9.89,11653,1.85
300408,三环集团,21.58,4.96,11620,4.01
600252,中恒集团,4.23,8.46,11583,9.20
002465,海格通信,10.34,16.18,11217,4.58
601699,潞安环能,12.82,17.29,10673,0.98
600138,中青旅,21.86,11.30,10646,4.56
002054,德美化工,14.65,-2.98,10595,8.47
600967,内蒙一机,12.32,10.49,10590,8.47
000703,恒逸石化,-,-,10352,2.33
600547,山东黄金,32.38,8.40,10305,1.59
000667,美好置业,3.35,11.30,10118,8.27
002558,巨人网络,36.36,0.50,9878,8.38
002419,天虹股份,15.76,8.69,9793,5.61
002233,塔牌集团,12.71,9.66,9435,3.82
601998,中信银行,6.54,5.65,9429,4.87
000729,燕京啤酒,7.13,2.30,9330,3.48
300266,兴源环境,27.02,-1.03,9169,7.89
000333,美的集团,57.66,1.91,9100,0.45
600888,新疆众和,7.12,19.66,8996,3.69
300409,道氏技术,58.44,33.73,8933,3.42
600122,宏图高科,9.63,-2.13,8926,6.98
000718,苏宁环球,5.45,24.15,8813,7.05
002271,东方雨虹,42.40,10.02,8809,3.73
002025,航天电器,23.71,8.26,8540,5.75
600690,青岛海尔,19.83,2.80,8536,0.86
601633,长城汽车,12.80,12.68,8486,5.56
000525,红太阳,23.00,11.87,8453,5.91
000150,宜华健康,29.90,1.70,8451,16.34
600153,建发股份,11.79,12.18,8440,3.86
002110,三钢闽光,24.64,27.47,8425,0.91
600549,厦门钨业,26.95,13.14,8367,1.03
002919,名臣健康,41.85,57.98,8298,5.99
000166,申万宏源,5.40,2.47,8205,5.85
002742,三圣股份,21.07,0.43,8203,7.90
002127,南极电商,12.62,0.72,8065,3.70
002356,赫美集团,31.12,19.83,7755,9.31
000823,超声电子,15.10,4.21,7686,4.03
000751,锌业股份,5.47,11.86,7571,4.51
600008,首创股份,5.66,9.06,7560,1.61
600115,东方航空,8.42,5.91,7522,0.70
002584,西陇科学,18.78,3.99,7491,4.07
300131,英唐智控,7.27,3.86,7490,9.42
000625,长安汽车,13.11,4.88,7458,3.19
300312,邦讯技术,13.60,3.42,7406,7.24
600933,爱柯迪,16.27,11.21,7406,4.36
002177,御银股份,5.56,11.65,7383,9.35
300450,先导智能,63.50,2.75,7375,3.19
000671,阳光城,8.75,18.08,7295,1.42
601225,陕西煤业,9.40,18.09,7165,0.77
603899,晨光文具,25.11,0.92,7107,7.07
000517,荣安地产,4.19,23.24,6899,14.42
601678,滨化股份,8.97,13.40,6831,3.71
002466,天齐锂业,58.10,-,6794,0.71
002372,伟星新材,20.62,19.05,6773,4.19
000877,天山股份,11.55,12.46,6758,1.87
603883,老百姓,65.98,8.11,6673,7.60
600297,广汇汽车,7.96,2.05,6658,5.39
300107,建新股份,6.20,16.32,6622,8.75
600266,北京城建,13.90,6.68,6618,4.23
600708,光明地产,7.56,12.67,6616,7.24
600771,广誉远,43.17,9.74,6568,5.07
300170,汉得信息,12.44,6.14,6528,3.45
002002,鸿达兴业,7.50,8.23,6517,8.09
002210,飞马国际,12.98,3.34,6509,9.79
300110,华仁药业,14.94,7.79,6413,8.08
002907,华森制药,26.51,69.39,6366,1.94
002251,步步高,18.39,7.54,6346,3.54
600655,豫园股份,11.38,9.53,6335,5.89
000596,古井贡酒,68.54,0.82,6312,2.68
002601,龙蟒佰利,17.39,15.01,6268,1.88
002656,摩登大道,24.80,-0.12,6154,11.25
600720,祁连山,11.73,15.68,6078,1.24
600735,新华锦,11.85,0.34,6068,9.01
601966,玲珑轮胎,18.23,6.05,6056,6.28
000036,华联控股,10.13,18.07,6024,2.15
002391,长青股份,16.22,14.63,5966,11.69
000008,神州高铁,8.47,-0.47,5944,8.01
002252,上海莱士,19.66,-0.15,5931,5.40
000559,万向钱潮,10.04,9.25,5910,3.60
000902,新洋丰,10.51,11.10,5896,11.01
002041,登海种业,13.44,10.34,5849,8.07
600141,兴发集团,19.09,15.77,5807,2.85
300027,华谊兄弟,9.78,13.33,5781,1.45
000912,*ST天化,6.56,8.79,5768,7.95
300176,鸿特精密,135.45,0.18,5762,3.59
300198,纳川股份,6.38,-0.47,5749,4.84
600970,中材国际,10.62,17.35,5720,1.34
002542,中化岩土,8.25,10.59,5711,4.20
603589,口子窖,45.45,-2.88,5694,2.53
600290,华仪电气,12.98,-0.23,5652,12.04
002917,金奥博,33.59,35.44,5636,1.52
600748,上实发展,6.61,12.03,5628,10.74
002491,通鼎互联,12.87,8.06,5560,7.37
600754,锦江股份,34.15,8.72,5560,3.84
600545,卓郎智能,10.43,1.86,5528,6.21
000998,隆平高科,27.23,4.77,5448,1.91
000426,兴业矿业,10.70,12.39,5368,2.39
600809,山西汾酒,57.36,2.17,5348,1.35
000635,英力特,16.81,14.04,5322,7.45
002596,海南瑞泽,11.36,0.00,5174,4.99
002663,普邦股份,5.66,5.20,5112,12.08
000777,中核科技,16.27,8.90,5098,7.74
002427,尤夫股份,33.75,-0.15,5089,2.88
002113,天润数娱,12.24,5.15,5084,6.83
002061,浙江交科,16.50,7.91,5078,2.59
600802,福建水泥,8.57,16.92,5035,3.29
002114,罗平锌电,18.45,5.49,5012,5.72
603889,新澳股份,14.43,-2.04,5005,12.19
002501,利源精制,10.49,7.04,4950,5.44
601808,中海油服,11.77,12.74,4942,3.20
300346,南大光电,26.83,6.38,4830,11.14
600674,川投能源,10.58,3.83,4820,2.42
000680,山推股份,5.24,11.49,4810,4.31
002208,合肥城建,10.99,18.30,4802,11.15
002634,棒杰股份,7.14,-5.93,4784,4.60
002443,金洲管道,9.28,2.43,4771,4.53
300465,高伟达,10.19,7.26,4760,5.12
601168,西部矿业,8.51,9.24,4734,1.48
600160,巨化股份,11.42,8.04,4733,1.55
002699,美盛文化,17.55,-2.66,4712,11.69
300117,嘉寓股份,6.77,8.67,4693,6.58
600763,通策医疗,34.46,13.80,4681,3.15
000716,黑芝麻,5.76,11.41,4660,11.23
000631,顺发恒业,4.55,13.18,4656,6.09
000010,美丽生态,6.20,12.73,4526,6.57
002842,翔鹭钨业,43.80,12.54,4509,5.57
002158,汉钟精机,12.44,9.89,4507,2.68
000016,深康佳A,6.35,5.48,4496,4.60
600648,外高桥,18.98,6.63,4387,8.33
300037,新宙邦,21.81,13.89,4365,3.96
000887,中鼎股份,18.32,8.34,4356,2.72
600978,宜华生活,9.27,6.19,4293,5.36
300064,豫金刚石,14.19,2.09,4291,4.28
300166,东方国信,12.88,1.90,4253,3.14
600185,格力地产,6.27,12.57,4236,4.17
000931,中关村,7.47,10.34,4216,9.25
002714,牧原股份,59.21,8.34,4210,1.28
300472,新元科技,27.21,-0.18,4184,15.18
600871,石化油服,2.92,5.42,4170,2.82
002086,东方海洋,12.64,4.12,4142,3.59
002411,必康股份,26.60,0.57,4126,7.59
002426,胜利精密,6.06,3.77,4122,3.74
600711,盛屯矿业,9.16,13.37,4058,1.06
000537,广宇发展,14.43,15.44,4046,2.04
603260,合盛硅业,61.82,18.79,4044,0.61
300542,新晨科技,33.08,7.44,3929,6.34
200869,张裕B,20.82,6.33,3917,21.40
603365,水星家纺,23.63,12.04,3905,2.32
600086,东方金钰,11.26,9.32,3875,3.05
000039,中集集团,23.03,6.03,3870,0.70
000504,南华生物,-,-,3847,3.95
603676,卫信康,18.91,44.35,3832,0.93
600687,刚泰控股,11.63,-3.73,3790,3.35
600856,中天能源,11.72,1.47,3700,0.87
002464,众应互联,29.10,-0.55,3700,4.96
000042,中洲控股,19.52,18.45,3695,12.17
002650,加加食品,6.90,-1.71,3682,5.92
600845,宝信软件,18.96,4.06,3641,5.34
600740,山西焦化,11.09,12.82,3625,0.54
000510,金路集团,8.58,5.28,3596,3.83
600216,浙江医药,15.15,14.00,3584,1.40
002400,省广股份,5.38,1.13,3559,5.64
600739,辽宁成大,17.93,3.05,3541,4.00
002145,中核钛白,6.20,5.44,3510,2.73
002268,卫士通,23.40,-0.34,3496,3.25
300536,农尚环境,21.16,28.63,3490,2.00
600172,黄河旋风,8.87,3.14,3477,3.30
000516,国际医学,-,-,3463,9.16
000885,同力水泥,18.13,16.74,3461,1.10
002240,威华股份,14.88,7.36,3436,4.38
002716,金贵银业,20.38,8.35,3406,2.63
002611,东方精工,13.90,8.17,3394,7.14
300366,创意信息,11.94,3.56,3333,10.17
600348,阳泉煤业,7.85,10.25,3222,1.10
600318,新力金融,13.38,-,3207,5.35
600346,恒力股份,14.66,18.90,3206,1.19
002677,浙江美大,17.73,2.19,3194,6.42
002906,华阳集团,25.07,19.55,3172,2.89
000584,哈工智能,14.07,-4.61,3153,4.95
000963,华东医药,57.19,7.18,3114,0.88
002537,海联金汇,10.78,7.69,3092,6.03
002615,哈尔斯,9.85,10.92,3075,13.53
600741,华域汽车,28.58,4.61,3069,0.49
002249,大洋电机,7.18,6.85,3057,3.62
000925,众合科技,15.36,1.92,3056,4.64
000514,渝开发,7.20,17.07,3049,4.85
002010,传化智联,15.94,-1.42,3042,6.80
002503,搜于特,5.56,0.00,3031,6.28
000567,海德股份,24.25,9.88,2985,4.51
002003,伟星股份,12.75,13.03,2963,4.19
000090,天健集团,10.81,8.21,2944,3.38
002120,韵达股份,44.49,0.18,2869,5.41
002155,湖南黄金,9.76,7.02,2868,1.50
603988,中电电机,49.56,0.81,2864,7.58
002892,科力尔,42.00,16.89,2826,3.72
600068,葛洲坝,8.83,6.00,2811,0.76
002045,国光电器,18.22,6.74,2799,1.73
000598,兴蓉环境,5.51,2.80,2786,3.33
603766,隆鑫通用,7.17,5.60,2781,2.21
600609,金杯汽车,6.63,32.34,2777,3.58
002213,特尔佳,16.88,-0.53,2770,11.14
002278,神开股份,14.55,-1.76,2681,2.90
300730,科创信息,45.23,8.86,2671,1.10
601588,北辰实业,6.00,9.29,2652,2.94
300343,联创互联,12.85,3.63,2629,6.55
603617,君禾股份,24.75,4.04,2610,8.62
600143,金发科技,6.61,2.96,2608,2.68
600777,新潮能源,3.95,7.34,2518,1.96
601857,中国石油,8.53,5.44,2503,0.54
601888,中国国旅,46.47,6.58,2499,0.58
603890,春秋电子,41.81,8.57,2477,0.55
603980,吉华集团,21.13,5.54,2475,2.71
600299,安迪苏,11.21,9.69,2444,11.59
600395,盘江股份,7.33,9.57,2436,1.89
600057,象屿股份,8.13,-,2416,4.95
000951,中国重汽,17.87,7.98,2387,1.86
603017,中衡设计,16.33,12.23,2387,12.03
600085,同仁堂,33.43,3.79,2383,1.39
002457,青龙管业,12.79,12.29,2365,0.87
002879,长缆科技,59.90,7.62,2356,1.61
603233,大参林,52.89,5.00,2353,3.99
000533,万家乐,10.35,-1.80,2336,6.27
002365,永安药业,35.95,9.97,2326,1.61
603088,宁波精达,40.01,-5.32,2315,7.83
000501,鄂武商A,16.88,4.46,2314,2.67
300008,天海防务,6.99,6.23,2309,2.32
600459,贵研铂业,22.81,5.80,2306,2.37
002239,奥特佳,4.05,1.00,2292,5.07
300221,银禧科技,16.54,2.61,2290,2.92
601375,中原证券,6.68,12.65,2269,0.67
603169,兰石重装,8.96,8.08,2254,4.55
600583,海油工程,6.52,5.50,2249,1.30
300451,创业软件,23.60,9.77,2237,4.01
603286,日盈电子,38.43,5.00,2224,4.13
600261,阳光照明,5.61,4.28,2215,8.05
600449,宁夏建材,12.46,11.75,2195,1.36
002778,高科石化,25.70,7.13,2183,8.81
600511,国药股份,28.84,5.53,2176,1.78
000603,盛达矿业,12.57,7.44,2174,4.28
300630,普利制药,70.43,-3.63,2160,2.82
000599,青岛双星,6.48,2.86,2141,6.25
300226,上海钢联,39.40,6.75,2110,3.17
002729,好利来,61.91,-1.26,2109,10.02
002867,周大生,28.83,7.10,2104,5.50
600649,城投控股,9.33,4.60,2095,1.84
600854,春兰股份,5.60,5.07,2064,5.52
000838,财信发展,6.20,5.44,2058,2.82
000046,泛海控股,8.08,7.73,2038,5.98
002736,国信证券,11.20,2.75,2025,2.26
002768,国恩股份,27.68,-0.11,2016,2.80
601818,光大银行,4.13,1.72,2005,0.53
603269,海鸥股份,25.22,10.28,2004,5.30
601886,江河集团,8.88,3.86,1993,4.26
000663,永安林业,17.92,1.93,1989,6.22
600529,山东药玻,21.62,4.39,1986,2.10
300011,鼎汉技术,11.12,7.23,1982,5.98
300263,隆华节能,7.18,-0.55,1972,1.90
002123,梦网集团,10.35,0.78,1968,3.34
300232,洲明科技,15.00,6.38,1966,3.07
600876,洛阳玻璃,20.85,3.58,1952,1.13
600490,鹏欣资源,8.93,7.20,1937,0.79
002167,东方锆业,10.66,6.28,1929,2.47
300196,长海股份,14.28,9.17,1926,4.22
002468,申通快递,24.84,1.85,1917,3.48
200488,晨鸣B,13.86,10.88,1912,14.18
600593,大连圣亚,28.10,2.97,1895,4.16
600026,中远海能,6.32,4.29,1863,2.57
600966,博汇纸业,6.33,6.93,1861,1.41
603386,广东骏亚,16.81,16.82,1859,1.64
603920,世运电路,19.25,10.13,1850,1.14
600528,中铁工业,12.44,2.73,1831,1.33
300480,光力科技,16.90,8.89,1829,8.24
000088,盐田港,7.98,4.31,1827,2.91
600707,彩虹股份,7.42,0.68,1820,3.95
600755,厦门国贸,10.63,9.36,1804,0.60
002352,顺丰控股,51.72,0.25,1801,1.56
601877,正泰电器,26.30,-2.59,1800,0.71
600512,腾达建设,4.65,-1.06,1788,2.26
600761,安徽合力,10.98,7.96,1781,2.23
601872,招商轮船,4.60,-,1770,3.20
000538,云南白药,103.90,0.90,1747,0.47
300566,激智科技,40.06,11.53,1745,4.66
603328,依顿电子,14.89,5.38,1738,1.78
000536,华映科技,4.75,2.15,1736,3.19
600158,中体产业,11.08,8.41,1725,1.61
603989,艾华集团,38.87,5.17,1718,2.77
000011,深物业A,17.88,6.75,1713,1.84
300320,海达股份,13.49,7.06,1712,2.48
000423,东阿阿胶,62.78,2.83,1710,0.51
300570,太辰光,21.42,2.49,1708,1.06
601137,博威合金,11.86,8.21,1688,4.26
300031,宝通科技,15.90,1.27,1673,3.61
603268,松发股份,27.71,0.07,1652,9.42
601700,风范股份,8.17,4.74,1646,5.65
002647,民盛金科,32.00,1.59,1627,4.52
002182,云海金属,9.59,5.38,1626,0.94
601985,中国核电,7.41,2.07,1626,1.30
600094,大名城,7.25,3.87,1613,4.17
000893,东凌国际,9.13,-6.17,1607,1.79
002247,帝龙文化,12.93,0.54,1601,2.75
000970,中科三环,14.59,8.23,1591,0.48
002713,东易日盛,26.48,7.95,1590,2.55
300719,安达维尔,25.88,9.71,1573,1.23
600248,延长化建,6.70,-,1565,12.78
600868,梅雁吉祥,4.22,6.03,1551,1.56
300722,新余国科,37.29,20.64,1549,0.73
300621,维业股份,21.62,15.00,1531,8.70
600064,南京高科,14.64,4.57,1526,3.41
600682,南京新百,37.95,-,1508,0.74
000818,方大化工,13.17,9.02,1495,1.03
002410,广联达,20.78,2.92,1494,1.11
603699,纽威股份,20.13,6.28,1489,2.87
601006,大秦铁路,9.77,9.78,1484,0.22
300191,潜能恒信,25.05,7.51,1483,1.96
600602,云赛智联,7.16,4.99,1476,5.00
002284,亚太股份,9.42,7.53,1468,2.65
603283,赛腾股份,23.42,-,1455,83.93
600098,广州发展,7.19,1.13,1455,2.66
002235,安妮股份,11.40,8.26,1445,3.57
600789,鲁抗医药,8.44,14.36,1441,1.07
300427,红相电力,15.43,8.89,1433,4.42
600249,两面针,6.78,13.00,1433,1.40
603008,喜临门,19.18,6.85,1432,1.97
601020,华钰矿业,20.91,7.40,1427,1.90
600345,长江通信,31.84,5.82,1418,0.44
000949,新乡化纤,4.62,5.24,1409,3.40
601058,赛轮金宇,3.63,2.25,1384,3.19
300326,凯利泰,8.78,4.65,1383,2.90
600468,百利电气,6.81,4.61,1375,5.69
600696,*ST匹凸,6.65,16.06,1370,5.71
000620,新华联,6.49,11.51,1370,5.55
000552,靖远煤电,3.69,6.65,1356,2.41
000975,银泰资源,14.03,5.33,1352,1.94
600233,圆通速递,17.36,3.33,1351,3.09
300314,戴维医疗,14.12,6.41,1351,7.92
000422,湖北宜化,4.27,5.96,1350,3.95
603377,东方时尚,40.40,4.66,1345,2.69
300407,凯发电气,13.48,29.00,1338,1.68
002752,昇兴股份,10.89,-0.37,1334,6.23
600315,上海家化,35.16,-0.20,1334,0.95
603658,安图生物,51.19,-4.08,1333,3.05
002422,科伦药业,26.66,5.42,1330,0.61
000711,京蓝科技,12.79,1.35,1317,1.80
002485,希努尔,25.78,1.26,1288,8.64
002726,龙大肉食,12.58,13.33,1282,2.93
002124,天邦股份,8.90,4.95,1279,5.35
300168,万达信息,13.62,3.97,1273,1.02
000888,峨眉山A,11.13,2.77,1270,2.03
002644,佛慈制药,9.79,4.15,1246,9.07
300333,兆日科技,8.97,4.91,1246,2.65
002554,惠博普,5.00,3.73,1240,1.71
600212,江泉实业,9.62,-0.21,1239,3.01
002831,裕同科技,59.00,1.46,1238,2.56
300436,广生堂,31.29,6.43,1233,4.32
300194,福安药业,6.02,5.61,1225,7.38
600863,内蒙华电,3.03,1.68,1213,3.58
300527,华舟应急,23.89,-2.17,1210,5.52
600476,湘邮科技,16.83,3.82,1209,3.18
002100,天康生物,8.39,3.84,1207,6.96
300121,阳谷华泰,13.84,3.67,1193,5.04
300180,华峰超纤,24.74,1.69,1193,4.14
601311,骆驼股份,13.35,3.25,1192,2.05
600369,西南证券,4.76,3.93,1191,1.26
300401,花园生物,45.47,1.86,1187,1.15
000698,沈阳化工,6.22,6.87,1169,2.62
600393,粤泰股份,6.98,7.72,1165,2.11
600069,银鸽投资,8.47,0.00,1164,2.48
300178,腾邦国际,14.08,5.63,1163,4.44
600260,凯乐科技,29.92,2.96,1155,0.75
000498,山东路桥,7.02,10.03,1147,1.80
002378,章源钨业,10.42,7.20,1145,0.97
600039,四川路桥,4.18,4.50,1136,2.36
600971,恒源煤电,11.41,12.41,1120,0.37
000999,华润三九,26.60,2.94,1119,1.11
002237,恒邦股份,10.89,7.19,1117,0.97
603818,曲美家居,14.56,4.97,1106,4.55
002326,永太科技,11.66,0.52,1106,2.28
600873,梅花生物,5.51,4.75,1106,1.01
300498,温氏股份,26.95,11.13,1103,0.34
600764,中电广通,27.77,2.89,1093,2.72
000605,渤海股份,19.13,6.22,1087,1.34
601001,大同煤业,6.69,13.39,1078,0.88
600073,上海梅林,8.40,2.44,1077,1.96
603636,南威软件,11.35,-1.82,1061,1.66
000861,海印股份,3.18,4.95,1057,5.72
002786,银宝山新,10.04,7.15,1056,3.63
603103,横店影视,29.01,11.02,1055,0.90
600083,博信股份,19.09,0.10,1045,3.39
000613,*ST东海A,7.95,14.22,1042,3.47
300596,利安隆,18.34,-3.47,1042,4.41
603517,绝味食品,41.19,2.08,1033,3.38
300569,天能重工,23.09,8.51,1030,1.66
601949,中国出版,7.47,7.02,1030,0.56
300093,金刚玻璃,11.54,1.32,1019,2.55
002001,新和成,41.35,5.19,1013,0.09
600721,百花村,11.44,12.82,1010,5.68
601579,会稽山,12.16,3.93,1009,4.67
002454,松芝股份,12.20,6.27,1006,2.16
002801,微光股份,36.30,3.92,997,6.00
603987,康德莱,11.99,2.57,991,3.67
600587,新华医疗,16.99,4.11,989,3.33
002193,如意集团,16.41,0.92,987,4.60
300712,永福股份,24.11,10.14,987,1.02
002898,赛隆药业,22.00,20.61,981,1.04
601113,华鼎股份,13.68,-6.94,978,2.37
000831,五矿稀土,12.47,9.87,976,0.43
600420,现代制药,12.62,5.08,971,1.49
002912,中新赛克,116.90,18.08,970,0.21
600376,首开股份,10.36,10.92,969,0.89
300381,溢多利,12.85,4.47,967,3.12
600401,*ST海润,1.12,-5.88,963,1.73
002614,奥佳华,19.21,1.37,960,0.92
300338,开元股份,20.33,-6.57,948,4.67
000565,渝三峡A,7.60,7.04,947,3.97
600246,万通地产,4.50,12.50,946,4.06
000752,西藏发展,13.67,7.38,938,1.79
600446,金证股份,15.84,2.79,932,0.72
300235,方直科技,12.52,9.44,927,3.99
603011,合锻智能,11.40,3.35,927,2.37
002866,传艺科技,36.49,0.22,926,3.41
300729,乐歌股份,33.55,11.35,925,0.45
601898,中煤能源,6.12,8.13,924,0.84
002196,方正电机,9.83,14.17,918,1.01
000301,东方市场,5.83,10.00,918,1.66
002705,新宝股份,12.95,3.52,917,3.65
601106,*ST一重,3.80,3.26,916,1.93
002885,京泉华,37.07,10.92,912,1.31
002133,广宇集团,5.02,8.42,905,2.68
300237,美晨生态,16.69,4.64,904,2.52
002058,威尔泰,21.34,0.71,898,4.64
600056,中国医药,26.19,1.28,889,0.57
300225,金力泰,-,-,888,6.95
300294,博雅生物,30.71,1.76,883,2.43
600550,保变电气,7.18,12.01,881,0.67
002813,路畅科技,39.92,11.95,881,1.09
603318,派思股份,14.64,-4.19,880,1.18
603228,景旺电子,51.72,3.90,872,1.03
002380,科远股份,17.21,5.32,870,5.34
300069,金利华电,33.68,-1.29,868,2.51
601388,怡球资源,4.47,14.91,867,0.34
603023,威帝股份,8.24,5.24,857,3.56
002608,江苏国信,10.28,1.38,847,2.78
603900,莱绅通灵,32.55,14.09,846,1.11
603599,广信股份,20.68,9.65,836,0.87
600791,京能置业,7.45,7.50,836,1.36
002254,泰和新材,11.70,-4.65,836,1.68
601901,方正证券,7.26,4.76,829,0.61
002395,双象股份,12.61,3.11,828,4.49
002263,大东南,3.06,-,827,1.04
600236,桂冠电力,5.75,4.36,827,2.35
002683,宏大爆破,7.78,4.43,824,2.69
002782,可立克,13.93,1.53,824,2.34
300452,山河药辅,29.30,10.52,822,1.79
603555,贵人鸟,18.48,9.35,818,2.04
300202,聚龙股份,18.40,1.32,817,1.97
300423,鲁亿通,26.40,0.53,812,11.42
600727,鲁北化工,8.93,19.07,801,0.91
002166,莱茵生物,10.91,7.81,798,1.31
603076,乐惠国际,37.17,12.16,791,0.59
600165,新日恒力,-,-,788,8.25
300511,雪榕生物,23.81,6.06,786,2.52
000701,厦门信达,10.22,1.69,784,2.97
000026,飞亚达A,11.37,2.90,781,3.41
002492,恒基达鑫,7.73,7.36,778,1.93
600882,广泽股份,9.49,3.15,758,10.29
300281,金明精机,12.74,2.49,756,4.44
000761,本钢板材,5.43,5.03,756,0.77
600180,瑞茂通,10.64,4.83,752,4.06
002174,游族网络,22.92,-2.72,748,0.64
002761,多喜爱,35.36,0.54,747,4.95
002238,天威视讯,10.49,5.32,746,4.03
300127,银河磁体,17.51,5.29,743,1.16
002296,辉煌科技,7.60,2.15,733,3.10
600370,三房巷,3.22,3.87,732,3.59
000897,津滨发展,3.68,6.67,727,1.70
300616,尚品宅配,161.86,5.86,725,1.76
000068,华控赛格,5.47,7.68,716,3.01
601118,海南橡胶,5.91,6.87,706,0.75
000739,普洛药业,6.63,6.25,706,3.73
300470,日机密封,41.45,7.38,705,2.53
300275,梅安森,14.58,10.79,694,0.82
600831,广电网络,8.31,2.72,688,3.99
002560,通达股份,7.27,6.29,683,2.77
600258,首旅酒店,28.41,6.32,682,0.51
002661,克明面业,14.50,1.40,670,3.79
603843,正平股份,15.40,9.38,668,2.43
601799,星宇股份,53.42,7.42,666,1.52
002081,金螳螂,16.50,9.56,665,0.17
002032,苏泊尔,40.59,-3.31,658,0.83
601919,中远海控,7.25,8.70,652,0.18
300074,华平股份,8.28,2.73,650,1.85
603737,三棵树,73.96,7.83,641,3.17
603959,百利科技,32.62,12.41,639,1.69
300412,迦南科技,-,-,637,6.90
601177,杭齿前进,8.62,1.65,637,3.01
600444,国机通用,14.93,6.49,630,4.06
300321,同大股份,24.43,6.73,621,3.27
002077,大港股份,14.50,-2.62,612,1.83
600117,西宁特钢,6.00,14.07,610,0.36
300483,沃施股份,36.44,-,604,8.34
603331,百达精工,19.68,5.75,600,2.40
603226,菲林格尔,29.79,1.53,593,3.08
