code,name,price,change,jinge,jingzhanbi
000587,金洲慈航,7.21,1.41,5400.74,16.70
000876,新希望,7.90,1.67,5270.90,10.76
601888,中国国旅,46.47,2.88,4949.28,8.43
300542,新晨科技,33.08,10.01,4907.15,22.47
600808,马钢股份,4.35,3.33,4846.85,7.97
600216,浙江医药,15.15,3.77,4711.75,12.86
000538,云南白药,103.90,1.78,4677.60,10.12
000998,隆平高科,27.23,4.25,4634.12,8.70
603444,吉比特,208.72,5.56,4549.60,19.90
600141,兴发集团,19.09,4.15,4537.95,8.18
000010,美丽生态,6.20,9.93,4506.73,18.82
000709,河钢股份,4.11,1.23,4444.07,9.35
000039,中集集团,23.03,3.18,4422.87,8.17
600115,东方航空,8.42,2.06,4403.10,2.49
600958,东方证券,14.35,1.13,4341.36,10.06
002145,中核钛白,6.20,2.82,4300.81,16.52
600581,八一钢铁,14.98,2.74,4229.44,5.31
002657,中科金财,24.43,4.36,4225.13,12.80
002208,合肥城建,10.99,10.01,4216.11,22.73
600782,新钢股份,7.14,5.78,4193.84,5.90
600740,山西焦化,11.09,5.22,4130.08,4.71
002916,深南电路,99.00,6.68,4101.12,1.57
002673,西部证券,12.75,1.43,4054.41,9.81
002856,美芝股份,47.68,0.36,4016.77,12.83
000970,中科三环,14.59,2.67,3997.88,9.87
000517,荣安地产,4.19,9.97,3939.30,19.52
002131,利欧股份,2.79,4.10,3931.97,15.20
000581,威孚高科,24.98,1.54,3919.12,6.65
600230,沧州大化,48.29,6.09,3881.01,5.35
002648,卫星石化,19.01,3.94,3858.12,11.93
601108,财通证券,18.39,1.21,3841.99,4.86
002906,华阳集团,25.07,10.00,3826.00,54.42
002493,荣盛石化,16.21,4.04,3817.07,10.63
600282,南钢股份,5.15,2.39,3788.68,6.22
000937,冀中能源,6.31,2.10,3761.06,10.90
601117,中国化学,7.29,1.53,3738.72,12.22
000910,大亚圣象,25.98,4.42,3668.67,16.50
600392,盛和资源,19.83,4.48,3620.38,2.35
600567,山鹰纸业,4.73,3.96,3528.49,6.55
601377,兴业证券,7.51,1.49,3516.73,7.25
601168,西部矿业,8.51,3.03,3492.74,7.30
000718,苏宁环球,5.45,10.10,3490.36,5.22
601818,光大银行,4.13,0.24,3458.20,7.83
000537,广宇发展,14.43,3.52,3435.54,9.07
000625,长安汽车,13.11,1.79,3434.55,6.93
600348,阳泉煤业,7.85,4.81,3428.16,5.90
002078,太阳纸业,10.07,2.44,3410.60,5.41
600967,内蒙一机,12.32,1.90,3371.84,18.43
002422,科伦药业,26.66,4.39,3368.61,13.38
600802,福建水泥,8.57,3.75,3320.66,11.55
601636,旗滨集团,7.54,4.72,3297.07,4.45
600643,爱建集团,11.44,4.38,3169.66,8.59
300014,亿纬锂能,19.84,2.16,3136.02,8.87
000898,鞍钢股份,6.74,3.22,3021.63,6.40
603369,今世缘,15.73,3.62,2947.02,11.13
600970,中材国际,10.62,7.16,2903.17,4.14
000157,中联重科,4.66,1.97,2893.04,6.04
600711,盛屯矿业,9.16,3.04,2882.32,4.92
002601,龙蟒佰利,17.39,4.38,2821.10,4.52
600276,恒瑞医药,71.26,1.34,2811.84,4.08
300223,北京君正,37.02,4.58,2766.64,6.69
002466,天齐锂业,58.10,1.63,2756.59,2.37
002157,正邦科技,6.21,1.80,2751.96,11.17
002391,长青股份,16.22,4.58,2721.04,24.43
002892,科力尔,42.00,7.33,2680.18,13.99
000932,*ST华菱,9.19,3.49,2634.08,5.68
002002,鸿达兴业,7.50,2.74,2617.94,21.55
002081,金螳螂,16.50,3.00,2611.69,5.00
000656,金科股份,5.19,1.96,2572.97,5.96
300377,赢时胜,13.39,5.85,2529.20,3.90
000728,国元证券,11.24,0.81,2528.68,6.81
600018,上港集团,7.18,0.28,2453.07,5.98
002182,云海金属,9.59,2.46,2446.11,13.46
002143,印纪传媒,13.66,3.17,2429.47,17.12
603766,隆鑫通用,7.17,3.02,2400.63,16.80
002477,雏鹰农牧,4.70,1.08,2390.59,7.47
603225,新凤鸣,41.28,2.61,2357.63,4.78
002709,天赐材料,49.92,0.58,2343.47,9.94
601998,中信银行,6.54,1.55,2317.31,5.33
000931,中关村,7.47,2.89,2315.17,25.66
002864,盘龙药业,34.83,10.01,2294.34,6.36
600153,建发股份,11.79,1.38,2267.85,5.01
300176,鸿特精密,135.45,1.84,2261.61,13.87
002766,索菱股份,15.77,9.97,2261.20,49.98
300059,东方财富,13.20,1.07,2251.30,1.70
300266,兴源环境,27.02,0.07,2228.31,17.48
300716,国立科技,28.27,10.00,2192.81,10.07
600395,盘江股份,7.33,2.95,2149.30,7.65
300722,新余国科,37.29,6.94,2134.09,9.43
600569,安阳钢铁,5.14,4.05,2127.33,4.00
000997,新大陆,19.13,1.59,2121.64,9.68
600997,开滦股份,6.59,4.11,2078.29,8.14
000623,吉林敖东,22.69,0.93,2077.42,5.75
002249,大洋电机,7.18,3.01,2051.81,13.70
601901,方正证券,7.26,1.82,2035.35,7.66
000690,宝新能源,9.06,1.68,1989.97,7.26
600884,杉杉股份,20.46,2.92,1936.23,4.99
600015,华夏银行,9.19,0.33,1912.70,10.64
603899,晨光文具,25.11,0.84,1905.89,9.68
600511,国药股份,28.84,2.56,1905.60,13.32
000301,东方市场,5.83,6.97,1903.84,11.98
600879,航天电子,8.05,1.26,1902.01,9.87
002663,普邦股份,5.66,2.17,1883.76,23.76
601101,昊华能源,8.71,3.69,1882.32,6.43
002043,兔宝宝,12.70,1.76,1881.59,10.08
600688,上海石化,7.04,1.29,1877.60,3.68
002068,黑猫股份,10.48,1.95,1873.28,9.96
002305,南国置业,4.96,3.77,1811.12,13.13
600622,光大嘉宝,18.54,1.48,1810.26,14.13
600699,均胜电子,35.01,2.64,1793.98,2.32
002356,赫美集团,31.12,8.62,1789.81,8.35
600741,华域汽车,28.58,4.31,1781.05,2.19
002054,德美化工,14.65,-1.28,1778.89,7.87
002716,金贵银业,20.38,5.60,1745.89,3.97
600966,博汇纸业,6.33,1.93,1729.11,7.83
002369,卓翼科技,9.84,3.91,1717.83,21.96
002879,长缆科技,59.90,-1.64,1702.54,7.83
600249,两面针,6.78,3.35,1677.67,13.24
002736,国信证券,11.20,1.45,1637.21,13.18
000012,南玻A,8.90,2.06,1633.51,4.62
601881,中国银河,11.03,1.19,1617.98,4.39
002237,恒邦股份,10.89,0.83,1603.99,11.65
600166,福田汽车,2.89,0.70,1597.74,11.24
000603,盛达矿业,12.57,2.53,1596.99,20.80
002713,东易日盛,26.48,3.84,1592.54,15.89
600000,浦发银行,12.68,-0.08,1587.80,4.01
002124,天邦股份,8.90,4.22,1584.98,17.40
600185,格力地产,6.27,1.95,1574.93,4.43
600085,同仁堂,33.43,0.91,1554.96,5.61
600398,海澜之家,10.01,2.46,1509.87,13.40
600993,马应龙,21.48,1.51,1505.52,8.08
000877,天山股份,11.55,1.40,1485.59,2.34
000778,新兴铸管,5.57,0.36,1485.40,6.63
002407,多氟多,21.13,1.54,1484.19,5.69
002252,上海莱士,19.66,0.15,1479.93,25.83
603676,卫信康,18.91,10.01,1467.39,2.63
300107,建新股份,6.20,1.81,1461.22,15.32
601398,工商银行,6.07,-0.16,1455.13,1.11
600415,小商品城,6.04,1.85,1449.77,9.97
600248,延长化建,6.70,10.02,1424.41,12.45
002330,得利斯,8.76,1.62,1416.13,25.75
000673,当代东方,13.23,-0.53,1411.63,8.24
002196,方正电机,9.83,5.70,1397.93,10.21
002396,星网锐捷,22.08,1.85,1374.39,6.45
300226,上海钢联,39.40,1.94,1356.22,13.06
300064,豫金刚石,14.19,0.57,1355.77,13.78
300675,建科院,39.60,5.88,1349.73,1.80
000528,柳工,8.90,1.95,1347.54,5.39
300726,宏达电子,31.21,4.52,1342.10,4.37
601919,中远海控,7.25,0.42,1340.96,2.70
600206,有研新材,12.37,4.56,1338.79,1.98
601878,浙商证券,16.68,0.66,1337.73,4.07
002218,拓日新能,5.63,4.07,1334.13,5.29
002584,西陇科学,18.78,0.32,1334.08,5.27
600720,祁连山,11.73,1.30,1329.85,1.55
000166,申万宏源,5.40,0.93,1312.75,7.00
600657,信达地产,6.26,3.64,1311.99,5.65
000050,深天马A,20.41,3.39,1305.57,2.57
600369,西南证券,4.76,1.06,1296.33,9.42
600449,宁夏建材,12.46,0.73,1294.25,5.00
002508,老板电器,49.67,2.67,1283.77,2.36
600848,上海临港,24.72,0.86,1283.13,4.80
603278,大业股份,24.19,7.46,1282.49,5.13
600490,鹏欣资源,8.93,1.36,1279.52,3.57
600903,贵州燃气,20.33,3.94,1274.14,0.95
000090,天健集团,10.81,1.03,1271.99,6.05
002813,路畅科技,39.92,9.94,1271.94,3.46
000758,中色股份,6.66,1.68,1253.62,7.08
002031,巨轮智能,2.84,1.43,1244.79,29.07
000089,深圳机场,8.84,1.03,1240.93,7.10
600376,首开股份,10.36,1.37,1236.66,5.35
002537,海联金汇,10.78,3.06,1234.76,9.01
000541,佛山照明,9.39,1.95,1231.23,9.34
603916,苏博特,18.28,6.09,1218.03,4.55
002284,亚太股份,9.42,3.97,1204.81,7.56
002235,安妮股份,11.40,5.56,1203.09,7.07
600708,光明地产,7.56,1.48,1203.07,6.04
600360,华微电子,8.25,3.38,1194.69,4.45
002136,安纳达,14.99,3.17,1182.88,9.92
002427,尤夫股份,33.75,0.15,1174.59,8.28
300409,道氏技术,58.44,3.09,1172.45,2.50
000631,顺发恒业,4.55,2.02,1164.11,8.86
600111,北方稀土,15.09,3.14,1162.74,0.56
000042,中洲控股,19.52,8.08,1143.11,8.72
600795,国电电力,3.20,1.27,1141.63,4.81
000568,泸州老窖,68.45,0.59,1136.27,1.54
000951,中国重汽,17.87,1.71,1136.15,7.99
601020,华钰矿业,20.91,2.25,1127.64,10.03
603337,杰克股份,52.24,7.45,1117.41,11.79
000777,中核科技,16.27,2.33,1116.55,9.82
601588,北辰实业,6.00,1.87,1111.77,3.72
002656,摩登大道,24.80,0.53,1092.57,14.38
600718,东软集团,15.19,1.67,1084.34,6.06
002402,和而泰,9.89,3.13,1076.36,8.29
002155,湖南黄金,9.76,0.51,1076.11,5.53
002070,*ST众和,4.98,2.89,1074.11,6.49
002504,*ST弘高,5.22,0.00,1073.88,7.44
600489,中金黄金,10.09,0.70,1073.10,2.19
002558,巨人网络,36.36,-0.52,1063.52,9.34
603589,口子窖,45.45,0.38,1056.11,3.96
000975,银泰资源,14.03,1.08,1049.29,8.95
600217,中再资环,6.83,4.92,1042.65,7.71
600138,中青旅,21.86,1.91,1038.23,3.82
600197,伊力特,24.50,0.20,1030.31,6.02
600609,金杯汽车,6.63,7.98,1029.76,7.16
600571,信雅达,11.23,3.03,1028.99,6.56
002067,景兴纸业,6.12,1.32,1023.30,7.56
000786,北新建材,25.61,1.35,1019.22,0.75
000935,四川双马,18.53,1.42,1005.69,3.19
002176,江特电机,11.76,2.89,1003.93,1.84
000750,国海证券,5.05,1.20,989.06,7.33
000902,新洋丰,10.51,1.64,970.97,13.88
002359,北讯集团,22.23,1.60,965.97,5.59
601233,桐昆股份,28.23,5.61,958.31,1.42
603937,丽岛新材,24.99,2.97,941.55,3.09
600856,中天能源,11.72,0.17,941.21,3.94
002670,国盛金控,20.09,2.34,936.15,2.31
600909,华安证券,7.81,1.43,932.47,2.98
300137,先河环保,22.01,1.62,930.53,2.50
002268,卫士通,23.40,-0.17,930.21,7.61
300621,维业股份,21.62,10.03,924.35,67.19
000046,泛海控股,8.08,3.19,917.60,9.28
600382,广东明珠,13.28,1.68,910.38,13.93
300011,鼎汉技术,11.12,-0.63,901.82,22.10
002615,哈尔斯,9.85,2.50,901.26,24.79
300723,一品红,36.22,2.93,896.89,5.00
002123,梦网集团,10.35,0.68,883.87,15.42
600739,辽宁成大,17.93,0.56,883.62,5.83
200488,晨鸣B,13.86,3.59,879.38,25.52
002913,奥士康,47.60,4.78,874.04,2.59
600345,长江通信,31.84,3.54,868.92,1.61
603922,金鸿顺,28.99,7.69,863.87,6.09
002114,罗平锌电,18.45,0.05,863.55,5.87
600284,浦东建设,9.75,0.31,857.96,17.00
000545,金浦钛业,5.24,1.55,856.95,8.08
300482,万孚生物,72.84,2.61,852.31,13.31
601989,中国重工,6.08,-0.33,844.59,1.57
600139,西部资源,7.50,2.46,838.84,4.94
600742,一汽富维,17.57,2.03,834.14,9.93
600735,新华锦,11.85,0.08,832.68,12.81
000761,本钢板材,5.43,1.88,827.23,5.20
600373,中文传媒,17.39,-0.40,827.01,8.74
002602,世纪华通,35.48,1.03,826.75,6.82
000783,长江证券,8.05,1.00,825.24,2.70
002440,闰土股份,20.32,0.74,823.97,2.81
002760,凤形股份,41.39,2.73,815.91,7.47
002907,华森制药,26.51,10.00,814.45,1.42
002454,松芝股份,12.20,1.67,808.54,7.80
600757,长江传媒,7.10,1.57,799.04,8.73
600338,西藏珠峰,42.43,1.87,794.10,4.17
600673,东阳光科,7.22,3.00,793.66,4.19
002061,浙江交科,16.50,0.30,788.47,4.98
002917,金奥博,33.59,6.10,788.09,1.91
002079,苏州固锝,9.46,3.50,783.57,2.82
300020,银江股份,11.98,1.96,782.19,6.17
600532,宏达矿业,11.38,9.42,779.38,6.83
000822,山东海化,9.87,1.75,776.02,2.81
000831,五矿稀土,12.47,1.63,775.71,3.11
603077,和邦生物,2.11,-0.47,774.04,6.03
002666,德联集团,5.69,1.61,773.19,21.90
600089,特变电工,10.24,2.09,772.08,1.53
600058,五矿发展,12.37,2.06,770.11,11.09
600299,安迪苏,11.21,2.09,753.10,22.97
000751,锌业股份,5.47,0.92,750.37,2.54
600875,东方电气,11.40,1.24,749.43,2.27
000426,兴业矿业,10.70,4.70,747.30,1.34
600660,福耀玻璃,29.79,1.46,729.72,1.31
002572,索菲亚,39.35,1.16,725.14,2.48
600346,恒力股份,14.66,7.79,722.01,1.53
000732,泰禾集团,30.48,10.00,719.57,3.24
600428,中远海特,5.90,1.03,716.97,10.20
300224,正海磁材,9.55,1.49,710.01,9.04
601595,上海电影,20.92,3.10,709.99,7.73
002898,赛隆药业,22.00,5.41,704.03,5.09
603661,恒林股份,69.09,2.94,698.19,3.86
603595,东尼电子,82.90,4.90,695.32,4.23
002851,麦格米特,36.50,6.69,694.28,10.83
603378,亚士创能,23.55,3.33,692.60,5.32
300536,农尚环境,21.16,1.54,691.95,3.01
000717,韶钢松山,9.13,2.01,688.77,0.64
300333,兆日科技,8.97,1.01,680.53,13.74
002428,云南锗业,12.25,1.91,678.30,2.79
603883,老百姓,65.98,3.11,676.19,10.95
603283,赛腾股份,23.42,10.00,669.92,99.51
600551,时代出版,12.28,1.07,663.46,21.25
002908,德生科技,29.68,2.63,663.28,3.59
000620,新华联,6.49,2.85,663.08,10.39
603160,汇顶科技,99.27,2.31,662.81,4.49
300221,银禧科技,16.54,1.47,658.76,7.25
002659,中泰桥梁,13.69,5.80,650.65,16.53
002086,东方海洋,12.64,0.16,650.05,7.43
603856,东宏股份,20.61,3.72,649.81,5.34
002538,司尔特,9.06,0.78,648.43,15.04
600580,卧龙电气,8.62,1.41,648.41,5.79
603039,泛微网络,70.99,6.27,643.52,8.84
002812,创新股份,91.43,-0.48,641.69,5.17
601898,中煤能源,6.12,2.68,639.52,2.45
300275,梅安森,14.58,2.75,635.05,5.84
002041,登海种业,13.44,0.60,628.28,4.91
002611,东方精工,13.90,1.68,627.21,8.66
000796,凯撒旅游,14.17,2.31,625.09,9.06
600763,通策医疗,34.46,1.38,620.92,3.64
300312,邦讯技术,13.60,-0.15,617.38,12.65
600023,浙能电力,5.45,0.93,617.16,4.94
000685,中山公用,10.47,0.77,616.02,10.02
600897,厦门空港,23.07,1.54,615.12,12.30
300483,沃施股份,36.44,9.99,604.50,8.41
600056,中国医药,26.19,1.95,604.26,3.11
002063,远光软件,10.98,2.14,603.21,5.09
600727,鲁北化工,8.93,2.41,602.73,3.80
603199,九华旅游,31.11,0.06,599.90,14.57
601996,丰林集团,5.19,2.98,598.98,7.02
300202,聚龙股份,18.40,2.51,596.35,7.26
600459,贵研铂业,22.81,1.02,594.30,5.03
601965,中国汽研,8.80,3.04,593.17,10.34
000552,靖远煤电,3.69,2.22,588.27,4.36
000572,海马汽车,4.72,1.94,585.61,8.36
002104,恒宝股份,9.13,1.67,584.13,5.76
000727,华东科技,2.52,0.80,579.34,11.02
002677,浙江美大,17.73,0.74,577.54,13.23
300288,朗玛信息,24.92,2.09,574.86,5.38
000963,华东医药,57.19,1.71,574.31,2.46
002288,超华科技,5.86,1.21,569.73,13.57
300368,汇金股份,8.90,1.37,568.21,10.52
600016,民生银行,8.72,1.40,568.02,0.60
000417,合肥百货,8.11,1.37,567.99,8.51
600400,红豆股份,7.09,0.42,565.92,14.12
002498,汉缆股份,3.43,1.48,558.27,24.75
002683,宏大爆破,7.78,2.10,554.14,8.09
000960,锡业股份,13.51,1.89,553.68,1.53
300566,激智科技,40.06,1.86,553.15,8.09
600109,国金证券,9.86,1.13,551.73,2.02
600027,华电国际,3.79,-0.26,550.39,9.25
300697,电工合金,25.00,1.63,550.19,3.63
000404,华意压缩,6.36,0.95,549.56,11.34
002256,兆新股份,4.49,3.46,547.12,8.52
300352,北信源,4.17,2.21,542.99,6.74
300340,科恒股份,56.67,1.18,542.99,4.20
300196,长海股份,14.28,2.15,541.62,6.84
603989,艾华集团,38.87,0.88,538.70,9.65
002378,章源钨业,10.42,1.96,534.69,3.68
300235,方直科技,12.52,3.64,532.78,9.32
002238,天威视讯,10.49,2.44,532.30,11.75
002080,中材科技,26.81,2.92,528.96,1.92
000893,东凌国际,9.13,1.56,528.61,8.04
002100,天康生物,8.39,1.45,528.53,12.73
600073,上海梅林,8.40,0.48,528.46,9.29
603527,众源新材,29.05,2.04,528.33,5.62
603169,兰石重装,8.96,0.22,525.35,7.79
300325,德威新材,6.40,2.89,522.36,5.40
002127,南极电商,12.62,-1.64,522.18,2.34
300110,华仁药业,14.94,0.67,521.60,11.61
000825,太钢不锈,5.19,1.57,518.56,1.22
002721,金一文化,15.92,2.25,503.28,9.52
603619,中曼石油,45.66,5.01,502.43,0.48
600975,新五丰,6.25,4.69,499.51,5.14
603898,好莱客,30.80,2.22,497.49,8.22
603165,荣晟环保,59.49,2.87,474.27,2.95
002271,东方雨虹,42.40,1.44,473.11,1.82
300713,英可瑞,85.79,2.93,467.45,5.64
600061,国投资本,13.56,0.74,466.85,3.80
002910,庄园牧场,22.14,4.93,450.96,1.28
300178,腾邦国际,14.08,2.10,447.86,7.23
002094,青岛金王,18.04,0.95,445.58,4.67
000716,黑芝麻,5.76,1.05,445.19,9.96
600069,银鸽投资,8.47,-0.12,443.65,10.69
300289,利德曼,9.63,2.56,441.55,12.53
603707,健友股份,28.00,0.83,440.87,4.75
002348,高乐股份,5.85,1.04,437.19,21.18
002624,完美世界,31.39,-1.60,429.62,3.04
603507,振江股份,40.89,4.95,428.99,2.30
002262,恩华药业,14.90,-0.20,423.33,3.40
600888,新疆众和,7.12,-1.11,422.72,1.29
002717,岭南园林,25.03,-0.20,419.73,5.68
300037,新宙邦,21.81,0.60,418.49,5.77
000543,皖能电力,5.17,0.39,417.49,10.83
600233,圆通速递,17.36,0.58,414.09,9.68
601000,唐山港,4.98,0.81,412.21,3.43
601718,际华集团,6.85,-0.44,410.62,7.52
600352,浙江龙盛,12.44,-0.40,409.09,0.36
300194,福安药业,6.02,2.21,409.04,12.22
000153,丰原药业,8.43,2.06,408.66,10.66
600655,豫园股份,11.38,-0.18,406.84,3.54
000655,金岭矿业,6.86,0.73,406.08,5.15
603127,昭衍新药,57.72,4.13,405.39,4.92
601958,金钼股份,7.56,1.48,398.54,2.46
600426,华鲁恒升,17.63,1.09,395.90,0.75
601127,小康股份,20.46,0.94,394.59,5.20
603579,荣泰健康,69.98,4.74,391.44,5.78
300506,名家汇,23.07,0.22,391.24,8.08
002275,桂林三金,16.49,0.43,391.10,10.90
002411,必康股份,26.60,0.08,390.69,11.30
600658,电子城,11.14,0.72,389.05,9.32
300476,胜宏科技,24.80,2.23,383.63,5.19
600637,东方明珠,17.27,1.23,382.78,3.39
600072,中船科技,13.41,0.68,382.14,3.85
603197,保隆科技,55.96,2.21,379.06,4.22
300168,万达信息,13.62,1.72,378.44,2.38
600090,同济堂,8.28,1.60,377.97,10.49
002073,软控股份,8.10,1.12,376.48,7.16
601933,永辉超市,10.20,0.69,371.37,0.45
600425,*ST青松,3.94,0.25,370.52,7.24
603399,新华龙,15.48,1.71,370.42,4.84
603877,太平鸟,24.75,0.90,369.94,9.40
000525,红太阳,23.00,1.37,369.24,2.28
600277,亿利洁能,6.81,-0.29,368.30,1.96
000929,兰州黄河,12.07,-0.41,367.43,11.73
600307,酒钢宏兴,2.95,0.68,363.45,1.80
002364,中恒电气,10.93,1.67,362.92,10.33
002210,飞马国际,12.98,0.23,362.66,10.64
600077,宋都股份,3.95,1.54,362.38,6.56
600468,百利电气,6.81,1.49,359.11,9.74
002540,亚太科技,7.74,1.57,357.92,9.25
300427,红相电力,15.43,2.12,356.70,4.80
002778,高科石化,25.70,1.58,355.03,12.05
300127,银河磁体,17.51,2.04,354.12,5.30
002452,长高集团,6.24,0.81,353.48,16.55
601966,玲珑轮胎,18.23,-0.38,351.16,3.79
603269,海鸥股份,25.22,1.00,349.12,9.37
002664,长鹰信质,27.38,2.05,348.52,5.17
603776,永安行,61.56,2.24,344.71,3.75
600882,广泽股份,9.49,1.06,344.36,22.07
603298,杭叉集团,16.59,1.84,343.71,8.44
002757,南兴装备,37.57,3.36,342.66,11.85
002905,金逸影视,35.88,2.16,341.09,4.12
601116,三江购物,21.50,0.00,340.96,3.40
000905,厦门港务,11.19,0.72,340.59,5.12
002865,钧达股份,22.17,0.54,339.73,5.72
002003,伟星股份,12.75,0.63,339.07,3.10
603996,中新科技,17.88,-1.49,338.90,4.36
000760,斯太尔,6.68,10.05,336.37,12.52
002479,富春环保,10.20,0.99,336.21,2.26
002227,奥特迅,18.46,0.05,334.45,11.42
600195,中牧股份,20.00,0.81,332.07,4.22
002742,三圣股份,21.07,-1.54,330.85,4.97
000711,京蓝科技,12.79,1.99,330.13,5.47
002900,哈三联,30.20,3.67,329.72,2.30
601880,大连港,2.82,0.36,329.52,6.33
300058,蓝色光标,5.79,0.70,329.20,6.38
300314,戴维医疗,14.12,1.66,328.21,10.93
600626,申达股份,7.95,0.38,327.97,11.09
000860,顺鑫农业,19.41,0.83,326.44,3.12
600811,东方集团,4.74,0.85,325.01,4.07
002735,王子新材,33.66,2.43,323.55,14.61
601388,怡球资源,4.47,2.29,318.76,1.02
300717,华信新材,38.36,8.61,318.27,2.43
600755,厦门国贸,10.63,0.76,318.20,0.61
300182,捷成股份,9.04,0.22,317.88,2.69
600176,中国巨石,18.17,0.72,317.56,0.31
300231,银信科技,11.31,-2.33,316.05,1.46
000901,航天科技,24.24,0.79,315.61,2.38
603081,大丰实业,27.96,0.79,312.59,4.23
300219,鸿利智汇,11.85,0.25,312.04,13.26
300241,瑞丰光电,17.33,-2.09,310.86,2.61
601611,中国核建,11.10,1.37,308.39,1.36
600748,上实发展,6.61,-0.30,306.71,3.00
002319,乐通股份,16.40,2.37,303.14,3.90
600761,安徽合力,10.98,0.83,302.09,2.20
600246,万通地产,4.50,3.21,302.04,4.23
600118,中国卫星,25.62,0.23,301.35,1.80
300423,鲁亿通,26.40,1.85,300.80,23.49
002258,利尔化学,18.10,2.14,297.21,1.90
600452,涪陵电力,34.59,-1.00,294.48,7.77
002443,金洲管道,9.28,0.11,293.97,4.54
603659,璞泰来,54.95,1.74,292.11,1.63
300232,洲明科技,15.00,-2.15,290.00,3.79
002726,龙大肉食,12.58,2.86,289.92,3.34
601137,博威合金,11.86,0.34,288.41,8.54
002206,海利得,6.17,0.82,287.47,7.82
300074,华平股份,8.28,0.85,285.35,6.92
603889,新澳股份,14.43,-0.28,284.29,14.46
000501,鄂武商A,16.88,0.72,283.28,2.78
600315,上海家化,35.16,1.18,280.99,3.11
600758,红阳能源,7.85,3.15,280.80,1.27
002488,金固股份,12.15,1.93,280.39,5.01
300094,国联水产,7.15,0.56,278.27,8.60
603638,艾迪精密,32.17,0.28,274.60,8.53
002647,民盛金科,32.00,0.00,274.56,15.19
600435,北方导航,12.48,-0.08,273.99,2.07
300705,九典制药,30.18,7.25,268.31,1.62
600186,莲花健康,3.10,-0.32,263.63,11.99
600075,新疆天业,8.18,1.61,263.56,2.81
